planta2: .word 24, 24
.byte 105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,89,89,105,105,105,105,89,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,89,105,105,89,89,89,105,89,89,89,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,89,89,105,105,89,89,83,89,89,105,105,105,105,105,
105,105,105,105,105,105,105,105,83,105,105,89,105,105,89,83,83,89,105,105,105,105,105,105,
105,105,105,105,105,105,105,89,89,83,83,83,105,105,83,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,89,89,105,105,105,83,92,83,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,89,89,105,105,93,93,83,83,92,93,105,105,105,105,105,105,105,105,
105,105,105,105,105,92,93,93,93,93,93,93,93,83,93,93,93,92,92,105,105,105,105,105,
105,105,105,105,105,92,92,93,93,93,93,93,83,93,93,93,93,93,92,92,105,105,105,105,
105,105,105,105,92,92,93,93,93,93,18,18,83,18,18,93,93,92,93,92,105,105,105,105,
105,105,105,105,93,93,93,93,93,18,18,18,83,18,18,18,93,93,93,93,105,105,105,105,
105,105,105,105,93,93,93,93,92,18,18,18,18,18,18,18,92,92,92,93,105,105,105,105,
105,105,105,105,93,93,93,93,93,93,93,93,93,93,93,93,92,93,92,92,105,105,105,105,
105,105,105,105,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,105,105,105,105,
105,105,105,105,93,93,93,92,92,92,92,92,92,92,93,93,93,93,93,93,105,105,105,105,
105,105,105,105,93,92,92,93,93,93,105,105,105,93,93,93,92,92,93,93,105,105,105,105,
105,105,105,105,93,92,93,93,105,105,105,105,105,105,105,105,105,105,93,93,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,


