macaco: .word 28, 40
.byte 199,199,199,199,199,199,199,199,199,199,199,199,110,110,191,183,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,101,110,110,183,191,183,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,92,101,102,102,110,183,110,173,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,173,101,101,101,83,83,83,83,92,92,101,110,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,101,92,92,84,83,9,9,9,1,82,83,83,83,92,199,199,199,199,199,199,199,
199,199,199,199,199,199,92,93,174,9,9,101,183,174,82,92,174,74,9,10,82,92,199,199,199,199,199,199,
199,199,199,199,199,91,83,93,92,101,82,174,165,182,183,182,182,92,82,102,92,92,199,199,199,199,199,199,
199,199,199,199,199,199,83,174,92,10,9,100,10,92,183,10,100,91,82,92,92,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,174,93,83,9,83,174,174,101,165,165,10,10,93,166,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,92,165,9,83,83,183,183,183,183,82,83,101,102,100,199,199,199,199,199,199,199,
199,199,199,199,91,91,91,199,199,9,9,91,182,183,183,183,183,9,92,100,199,199,199,199,199,199,199,199,
199,199,83,91,199,199,199,91,83,9,9,83,183,174,174,173,91,9,164,199,199,199,199,199,199,199,199,199,
199,199,164,199,199,199,199,199,199,164,83,9,83,93,101,101,9,199,199,199,199,199,199,199,199,199,199,199,
199,83,199,199,199,199,199,82,82,82,83,82,9,9,9,9,199,199,199,199,199,199,199,199,199,199,199,199,
199,83,199,199,199,199,199,74,74,83,100,83,9,10,9,83,100,172,199,199,199,199,199,199,199,199,199,199,
165,164,199,199,199,91,92,91,83,91,165,164,83,83,83,92,91,173,190,199,199,199,199,199,199,199,199,199,
199,164,199,199,199,91,91,91,83,100,100,92,92,92,165,92,165,173,191,182,199,199,199,199,199,199,199,199,
199,100,199,91,91,165,100,91,82,173,173,165,165,100,100,91,91,165,182,182,191,199,199,199,199,199,199,199,
199,100,92,92,165,174,100,82,74,91,182,182,91,92,165,91,83,91,92,100,182,173,199,199,199,199,199,199,
199,92,92,173,100,92,82,82,91,83,182,190,174,182,182,91,83,91,91,92,92,82,91,100,199,199,199,199,
199,173,92,182,92,91,74,82,73,82,173,182,174,182,182,91,91,91,83,92,82,83,83,83,83,92,199,199,
199,82,9,82,83,74,74,74,73,82,173,182,165,173,173,82,92,199,164,100,82,74,83,83,83,83,199,199,
82,83,9,100,199,82,74,73,73,82,82,91,82,91,82,82,91,199,199,199,199,91,91,91,100,83,165,199,
74,83,82,199,199,82,10,9,73,73,82,82,82,82,82,73,10,199,199,199,199,199,199,199,92,82,83,199,
82,83,83,199,199,82,74,9,73,82,82,82,82,82,74,73,82,199,199,199,199,199,199,199,83,100,83,92,
199,83,199,199,199,100,82,74,10,9,10,83,92,83,73,82,74,199,199,199,199,199,199,199,199,10,10,199,
199,82,199,199,83,100,92,101,101,92,74,82,73,73,82,82,74,74,199,199,199,199,199,199,82,82,199,199,
199,10,83,91,82,9,92,110,101,91,91,73,73,74,73,73,82,74,199,199,199,199,199,199,199,199,199,199,
199,10,83,83,74,10,92,83,83,92,91,82,73,73,82,82,82,74,74,199,199,199,199,199,199,199,199,199,
199,10,74,83,83,92,93,74,74,82,83,73,9,82,73,73,82,82,74,199,199,199,199,199,199,199,199,199,
199,199,74,83,74,83,93,83,73,101,83,73,9,9,73,73,82,82,74,199,199,199,199,199,199,199,199,199,
199,199,9,10,74,10,92,83,92,101,82,9,199,9,9,73,82,82,74,199,199,199,199,199,199,199,199,199,
199,199,10,9,10,74,83,83,92,83,10,9,199,199,74,73,73,82,74,199,199,199,199,199,199,199,199,199,
199,199,199,9,83,10,74,9,9,9,73,9,199,199,199,9,73,82,74,199,199,199,199,199,199,199,199,199,
199,199,199,17,18,82,91,74,9,73,9,9,199,199,199,74,73,82,74,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,73,73,74,74,199,199,199,199,74,74,74,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,74,74,74,199,199,199,199,199,199,10,82,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,82,82,82,199,199,199,199,199,199,82,82,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,83,83,9,9,9,9,10,199,199,83,82,9,9,9,9,10,199,199,199,199,199,
199,199,199,199,199,199,9,10,74,9,9,83,82,82,199,9,10,74,9,9,83,82,82,199,199,199,199,199,


