Relogio1: .word 36, 48
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,182,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,182,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,173,182,173,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,164,199,164,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,246,164,199,164,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,182,91,199,91,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,182,91,246,82,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,174,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,174,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,174,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,173,246,92,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,164,164,173,165,173,91,172,91,91,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,10,0,0,10,10,74,74,74,74,10,10,10,1,1,1,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,1,1,10,92,92,92,92,92,92,92,92,92,92,92,92,92,10,1,0,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,10,9,84,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,84,9,0,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,10,1,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,1,1,199,199,199,199,199,199,
199,199,199,199,199,199,82,9,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,11,1,0,199,199,199,199,199,
199,199,199,199,199,9,10,111,119,102,94,93,93,93,83,83,83,83,83,83,83,83,84,93,93,93,93,93,93,93,74,0,199,199,199,199,
199,199,199,199,1,1,110,111,111,102,93,83,83,84,84,84,20,84,84,84,84,84,84,83,83,83,93,93,94,93,93,0,0,199,199,199,
199,199,199,10,83,111,111,111,111,83,83,83,20,20,20,20,20,20,20,20,20,20,20,83,83,83,83,93,93,93,93,93,1,1,199,199,
199,199,10,10,102,111,111,102,83,83,83,237,237,237,237,237,237,15,15,237,237,237,237,237,237,83,83,83,93,93,93,93,93,9,199,199,
199,199,10,10,111,111,93,83,83,83,237,237,237,237,237,237,237,15,15,237,237,237,237,237,237,237,83,83,83,93,93,93,93,93,1,199,
199,1,111,111,111,111,93,83,83,237,237,237,237,237,237,237,237,15,15,237,237,237,237,237,237,237,237,19,83,83,93,93,93,93,1,199,
199,1,111,111,111,93,83,83,237,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,237,20,20,83,93,93,93,93,1,
1,93,93,111,111,19,83,237,237,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,237,237,20,83,93,93,93,93,1,
1,93,93,111,93,83,83,237,237,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,237,237,20,20,93,93,93,93,1,
1,92,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,237,237,20,20,93,93,93,93,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,237,237,20,20,93,93,93,93,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,237,237,20,20,93,93,93,93,1,
1,93,93,93,93,83,84,1,1,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,1,1,20,20,93,93,93,93,1,
1,93,93,93,93,83,84,1,1,237,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,237,1,1,20,20,93,93,93,93,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,173,237,237,237,20,20,93,93,93,93,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,20,20,93,93,93,93,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,20,20,93,93,93,93,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,20,20,93,93,111,110,1,
1,93,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,20,83,93,110,111,110,1,
199,1,93,93,93,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,20,83,93,111,119,1,199,
199,1,93,93,93,83,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,83,83,111,111,111,1,199,
199,199,74,93,93,93,83,83,83,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,83,83,83,93,111,111,1,199,199,
199,199,1,93,93,93,93,83,83,83,237,237,237,237,237,237,237,1,1,237,237,237,237,237,237,237,83,83,83,83,111,111,111,1,199,199,
199,199,199,10,93,93,93,93,83,83,83,237,237,237,237,237,237,1,1,237,237,237,237,237,237,84,83,83,83,110,111,111,1,199,199,199,
199,199,199,1,93,93,93,93,93,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,111,110,111,111,1,199,199,199,
199,199,199,199,1,93,93,93,93,93,83,83,83,84,84,84,84,84,84,84,84,84,84,83,83,83,83,111,111,111,111,1,199,199,199,199,
199,199,199,199,199,1,93,93,93,93,93,93,83,83,83,83,83,83,83,83,83,83,83,83,83,93,110,119,119,111,1,199,199,199,199,199,
199,199,199,199,199,199,10,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,19,1,199,199,199,199,199,199,
199,199,199,199,199,199,199,10,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,84,1,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,10,10,10,10,94,93,93,93,93,93,93,93,93,93,93,94,10,10,1,1,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,1,10,10,10,10,10,10,10,10,10,10,10,10,10,199,199,199,199,199,199,199,199,199,199,199,


