macacodano: .word 20, 27
.byte 199,199,199,199,199,199,199,199,199,38,47,55,119,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,102,38,30,38,46,101,199,199,199,199,199,199,
199,199,199,199,199,199,199,29,20,20,10,10,11,20,20,199,199,199,199,199,
199,199,199,199,199,199,110,93,15,15,15,15,15,91,19,20,199,199,199,199,
199,199,199,199,199,199,102,84,15,15,0,15,0,15,20,93,199,199,199,199,
199,199,199,199,199,199,175,93,15,15,15,15,15,15,21,102,199,199,199,199,
199,199,199,199,15,199,199,101,15,15,15,15,15,15,101,199,199,199,199,199,
199,199,199,15,199,199,199,199,15,15,15,15,15,91,199,199,199,199,199,199,
199,199,15,199,199,199,199,199,91,15,15,15,199,199,199,199,199,199,199,199,
199,199,15,199,199,199,199,81,182,83,15,15,81,199,199,199,199,199,199,199,
199,15,15,199,199,182,81,81,182,182,20,182,81,182,199,199,199,199,199,199,
199,15,199,199,173,182,81,81,182,182,182,182,81,182,182,199,199,199,199,199,
199,15,199,173,182,182,81,81,173,182,182,182,81,182,182,182,199,199,199,199,
199,15,199,173,173,15,81,81,109,182,182,182,81,182,182,15,15,199,199,199,
199,15,15,173,15,15,81,81,91,173,109,165,81,199,15,15,15,15,199,199,
199,199,15,15,15,15,73,81,81,81,82,73,81,199,199,15,15,15,199,199,
199,199,199,15,15,10,9,73,81,82,82,81,74,199,199,199,15,15,199,199,
199,199,199,15,15,28,28,28,10,19,19,19,19,199,199,199,15,15,199,199,
199,199,199,199,15,27,46,37,19,73,73,73,81,199,199,199,199,199,199,199,
199,199,199,199,15,28,19,20,28,73,73,73,81,81,199,199,199,199,199,199,
199,199,199,199,199,29,19,19,28,73,73,73,81,81,199,199,199,199,199,199,
199,199,199,199,199,20,20,29,19,73,199,73,73,81,199,199,199,199,199,199,
199,199,199,199,199,11,10,19,74,199,199,199,73,82,199,199,199,199,199,199,
199,199,199,199,199,199,73,73,73,199,199,199,73,82,199,199,199,199,199,199,
199,199,199,199,199,199,15,73,199,199,199,199,15,15,199,199,199,199,199,199,
199,199,199,199,199,199,15,15,199,199,199,199,15,15,199,199,199,199,199,199,
199,199,199,199,199,199,15,15,15,15,15,199,15,15,15,15,15,199,199,199,


