terrarada: .word 24, 24
.byte 105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,105,92,92,92,92,92,92,92,105,105,105,105,105,105,105,105,105,105,
105,105,105,105,105,105,93,92,93,93,93,93,93,92,92,93,105,105,105,105,105,105,105,105,
105,105,105,105,105,92,93,93,93,93,93,93,93,93,93,93,93,92,92,105,105,105,105,105,
105,105,105,105,105,92,92,93,93,93,93,93,93,93,93,93,93,93,92,92,105,105,105,105,
105,105,105,105,92,92,93,93,93,93,93,93,93,93,93,93,93,92,93,92,105,105,105,105,
105,105,105,105,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,105,105,105,105,
105,105,105,105,93,93,93,93,92,92,92,92,92,92,92,92,92,92,92,93,105,105,105,105,
105,105,105,105,93,93,93,93,93,93,93,93,93,93,93,93,92,93,92,92,105,105,105,105,
105,105,105,105,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,105,105,105,105,
105,105,105,105,93,93,93,92,92,92,92,92,92,92,93,93,93,93,93,93,105,105,105,105,
105,105,105,105,93,92,92,93,93,93,105,105,105,93,93,93,92,92,93,93,105,105,105,105,
105,105,105,105,93,92,93,93,105,105,105,105,105,105,105,105,105,105,93,93,105,105,105,105,
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,


