personagem: .word 20, 20
.byte 255,255,255,0,63,63,63,63,255,255,255,255,255,63,63,63,0,255,255,255,
255,0,0,0,255,255,255,255,255,255,255,255,255,255,255,63,63,0,255,255,
255,0,63,255,255,0,0,0,0,0,255,0,0,0,0,0,63,0,255,255,
0,0,63,255,255,0,255,255,255,0,255,0,0,255,255,0,63,0,255,255,
0,63,255,255,255,0,0,0,0,0,255,0,0,0,255,0,63,0,255,255,
0,63,255,255,255,0,0,0,0,255,255,0,0,0,0,0,63,0,255,255,
0,63,255,255,255,0,0,0,0,255,255,0,0,0,0,255,63,0,255,255,
0,63,255,255,255,255,255,255,255,255,255,255,255,255,255,255,63,0,255,255,
0,63,255,255,255,0,0,0,0,0,0,0,0,0,0,63,63,0,255,255,
0,0,63,255,255,255,255,15,255,15,255,15,255,255,63,63,0,0,255,255,
0,0,63,63,255,255,255,15,255,15,255,15,255,63,63,0,0,255,255,255,
0,63,63,63,63,63,63,15,255,255,255,15,63,63,0,0,255,255,255,255,
0,63,63,63,63,0,0,15,15,255,15,15,0,0,0,255,255,255,255,255,
0,63,63,63,63,0,0,0,15,15,15,0,0,255,0,0,0,255,255,255,
0,63,63,63,63,0,255,0,0,0,0,0,255,255,0,63,0,255,255,255,
63,63,63,63,63,0,255,255,255,255,255,0,0,0,0,63,0,255,255,255,
63,63,63,63,63,0,255,255,255,255,0,0,63,0,0,63,0,255,255,255,
63,63,63,63,63,0,0,255,255,0,0,63,63,63,63,63,0,0,0,255,
63,63,63,63,63,63,0,255,255,0,63,63,63,63,63,63,63,0,0,255,
63,63,63,63,63,63,0,0,0,0,63,63,63,63,63,63,63,63,0,255,


